"KEY","en","notes","sp","fr","de","it","pt-br"
"FURNITURE_NAME_OBJECT_JAR_FETUS","胎兒 中 甲 罐","","Feto en un tarro","Fœtus en bocal","Fötus im Glas","Feto in barattolo","Feto no pote"
"FURNITURE_DESC_OBJECT_JAR_FETUS","","","","","","",""
"FURNITURE_NAME_OBJECT_LOG","原木","","Tronco","Bûche","Stamm","Tronco","Tronco"
"FURNITURE_DESC_OBJECT_LOG","","","","","","",""
"FURNITURE_NAME_OBJECT_FOOD_HAM","火腿","","Jamón","Jambon","Schinken","Prosciutto","Presunto"
"FURNITURE_DESC_OBJECT_FOOD_HAM","","","","","","",""
"FURNITURE_NAME_OBJECT_FOOD_TURKEY","火雞","","Pavo","Dinde","Pute","Tacchino","Peru"
"FURNITURE_DESC_OBJECT_FOOD_TURKEY","","","","","","",""
"FURNITURE_NAME_OBJECT_BUG_CENIPEDE","蜈蚣","","Ciempiés","Centipède","Tausendfüßler","Millepiedi","Centopeia"
"FURNITURE_DESC_OBJECT_BUG_CENIPEDE","","","","","","",""
"FURNITURE_NAME_OBJECT_BUG_PILLBUG","潮蟲","","Cochinilla","Cloporte","Kugelassel","Porcellino di terra","Bicho-de-conta"
"FURNITURE_DESC_OBJECT_BUG_PILLBUG","","","","","","",""
"FURNITURE_NAME_OBJECT_BUG_SPIDER","黑 寡婦","","Viuda negra","Veuve noire","Schwarze Witwe","Vedova nera","Viúva negra"
"FURNITURE_DESC_OBJECT_BUG_SPIDER","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_CHAMELEON","變色龍","","Camaleón","Caméléon","Chamäleon","Camaleonte","Camaleão"
"FURNITURE_DESC_OBJECT_FISHTANK_CHAMELEON","","","","","","",""
"FURNITURE_NAME_OBJECT_GASTANK","瓦斯 缸","","Bidón de gasolina","Réservoir","Gastank","Serbatoio del carburante","Tanque de gasolina"
"FURNITURE_DESC_OBJECT_GASTANK","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_ARCADE1","街機 機器","","Máquina recreativa","Borne d'arcade","Spielautomat","Arcade da sala giochi","Fliperama"
"FURNITURE_DESC_OBJECT_ELECTRONICS_ARCADE1","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_ARCADE2","獨立 街機","","Recreativa indie","Borne d'arcade indie","Indie-Spielautomat","Arcade indie","Arcade"
"FURNITURE_DESC_OBJECT_ELECTRONICS_ARCADE2","","","","","","",""
"FURNITURE_NAME_OBJECT_FORTUNETELLER","算命師","","Máquina de adivinación","Voyante","Wahrsager","Chiromante","Vidente"
"FURNITURE_DESC_OBJECT_FORTUNETELLER","","","","","","",""
"FURNITURE_NAME_OBJECT_ELECTRONICS_CRANEGAME","夾娃娃 遊戲","","Máquina de gancho","Machine à pince","Greifautomat","Gioco dell'artiglio","Jogo do guindaste"
"FURNITURE_DESC_OBJECT_ELECTRONICS_CRANEGAME","","","","","","",""
"FURNITURE_NAME_OBJECT_OUTHOUSE","戶外廁所","","Retrete exterior","Remise","Plumpsklo","Latrina","Casinha"
"FURNITURE_DESC_OBJECT_OUTHOUSE","","","","","","",""
"FURNITURE_NAME_OBJECT_POTOPOTTY","便壺","","Váter portátil","Sanitaire mobile","Toilettenkabine","Vasino","Banheirinho"
"FURNITURE_DESC_OBJECT_POTOPOTTY","","","","","","",""
"FURNITURE_NAME_OBJECT_ICECHEST","冰 胸腔","","Nevera portátil","Glacière","Eistruhe","Ghiacciaia","Baú de gelo"
"FURNITURE_DESC_OBJECT_ICECHEST","","","","","","",""
"FURNITURE_NAME_OBJECT_FISHTANK_OCTOCAT","章貓 水族箱","","Pecera con octogato","Aquarium de chapoulpe","Aquarium (Oktokatze)","Acquario di poligatto","Aquário de polvogatos"
"FURNITURE_DESC_OBJECT_FISHTANK_OCTOCAT","","","","","","",""
"FURNITURE_NAME_OBJECT_TAXIDERMY_BEAR","標本 熊","","Oso disecado","Ours empaillé","Ausgestopfter Bär","Orso impagliato","Urso empalhado"
"FURNITURE_DESC_OBJECT_TAXIDERMY_BEAR","","","","","","",""
"FURNITURE_NAME_OBJECT_BATH1","古董 浴缸","","Bañera antigua","Baignoire antique","Antike Badewanne","Vasca antica","Banheira antiga"
"FURNITURE_DESC_OBJECT_BATH1","","","","","","",""
"FURNITURE_NAME_OBJECT_BATH2","復古 浴缸","","Bañera retro","Baignoire rétro","Retrobadewanne","Vasca rétro","Banheira retrô"
"FURNITURE_DESC_OBJECT_BATH2","","","","","","",""
"FURNITURE_NAME_OBJECT_SHOWER","淋浴間","","Ducha","Douche","Dusche","Doccia","Chuveiro"
"FURNITURE_DESC_OBJECT_SHOWER","","","","","","",""
"FURNITURE_NAME_OBJECT_BBQ","烤肉架","","Barbacoa","BBQ","Grill","Barbecue","Churrasqueira"
"FURNITURE_DESC_OBJECT_BBQ","","","","","","",""
"FURNITURE_NAME_OBJECT_OLDSTOVE","古董 爐","","Hornillo antiguo","Cuisinière antique","Antiker Ofen","Stufa antica","Fogão antigo"
"FURNITURE_DESC_OBJECT_OLDSTOVE","","","","","","",""
"FURNITURE_NAME_OBJECT_EASEL","畫架","","Caballete","Chevalet","Staffelei","Cavalletto","Cavalete"
"FURNITURE_DESC_OBJECT_EASEL","","","","","","",""
"FURNITURE_NAME_OBJECT_BIRDCAGE","鳥籠","","Jaula","Cage à oiseaux","Vogelkäfig","Gabbia per uccelli","Gaiola de pássaros"
"FURNITURE_DESC_OBJECT_BIRDCAGE","","","","","","",""
"FURNITURE_NAME_OBJECT_DOLLHOUSE","娃娃屋","","Casita de muñecas","Maison de poupée","Puppenhaus","Casa delle bambole","Casa de bonecas"
"FURNITURE_DESC_OBJECT_DOLLHOUSE","","","","","","",""
"FURNITURE_NAME_OBJECT_SAFE","保險箱","","Caja fuerte","Coffre-fort","Safe","Cassaforte","Cofre"
"FURNITURE_DESC_OBJECT_SAFE","","","","","","",""
"FURNITURE_NAME_OBJECT_BED","床墊","","Colchón","Matelas","Matratze","Materasso","Colchão"
"FURNITURE_DESC_OBJECT_BED","","","","","","",""
"FURNITURE_NAME_OBJECT_WATERTOWER","水 冷水機","","Dispensador de agua","Fontaine à eau","Wasserkühler","Distributore d'acqua","Bebedouro"
"FURNITURE_DESC_OBJECT_WATERTOWER","","","","","","",""
"FURNITURE_NAME_OBJECT_VISIBLEMAN","透明 人偶","","Torso anatómico","Torse d'homme","Anatomiemodell","Uomo visibile","Modelo anatômico"
"FURNITURE_DESC_OBJECT_VISIBLEMAN","","","","","","",""
"FURNITURE_NAME_OBJECT_STATUE_STONEHEAD","奧爾梅克 頭","","Cabeza olmeca","Tête olmèque","Olmec-Kopf","Testa olmeca","Cabeça de Olmec"
"FURNITURE_DESC_OBJECT_STATUE_STONEHEAD","","","","","","",""
"FURNITURE_NAME_OBJECT_CLOCK","落地 時鐘","","Reloj de pie","Horloge de parquet","Großvateruhr","Orologio a pendolo","Relógio antigo"
"FURNITURE_DESC_OBJECT_CLOCK","","","","","","",""
"FURNITURE_NAME_OBJECT_IV","點滴","","IV","Intraveineuse","Infusionsständer","Flebo","Soro fisiológico"
"FURNITURE_DESC_OBJECT_IV","","","","","","",""
"FURNITURE_NAME_OBJECT_FIREPLACE","壁爐","","Chimenea","Cheminée","Kamin","Camino","Lareira"
"FURNITURE_DESC_OBJECT_FIREPLACE","","","","","","",""
"FURNITURE_NAME_OBJECT_DRYER","烘乾機","","Secadora","Sèche-linge","Trockner","Asciugatrice","Secadora"
"FURNITURE_DESC_OBJECT_DRYER","","","","","","",""
"FURNITURE_NAME_OBJECT_WASHER","洗衣機","","Lavadora","Machine à laver","Waschmaschine","Lavatrice","Lava-roupas"
"FURNITURE_DESC_OBJECT_WASHER","","","","","","",""
"FURNITURE_NAME_OBJECT_FILINGCABINET","文件 櫃","","Archivador","Classeur à tiroirs","Aktenschrank","Schedario","Arquivo"
"FURNITURE_DESC_OBJECT_FILINGCABINET","","","","","","",""
"FURNITURE_NAME_OBJECT_CATTREE1","貓 樹 甲","","Árbol rascador A","Arbre à chat&nbsp;A","Katzenbaum A","Tiragraffi A","Árvore de gatos A"
"FURNITURE_DESC_OBJECT_CATTREE1","","","","","","",""
"FURNITURE_NAME_OBJECT_CATTREE2","貓 樹 乙","","Árbol rascador B","Arbre à chat&nbsp;B","Katzenbaum B","Tiragraffi B","Árvore de gatos B"
"FURNITURE_DESC_OBJECT_CATTREE2","","","","","","",""
"FURNITURE_NAME_OBJECT_CATTREE3","貓 樹 丙","","Árbol rascador C","Arbre à chat&nbsp;C","Katzenbaum C","Tiragraffi C","Árvore de gatos C"
"FURNITURE_DESC_OBJECT_CATTREE3","","","","","","",""
"FURNITURE_NAME_OBJECT_PUNCHY","拳擊 比爾","","Muñeco de boxeo","Torse de boxe","Boxfigur","Boxing Bill","Bob"
"FURNITURE_DESC_OBJECT_PUNCHY","","","","","","",""
"FURNITURE_NAME_OBJECT_SINK","洗手台","","Lavabo","Évier","Waschbecken","Lavandino","Pia"
"FURNITURE_DESC_OBJECT_SINK","","","","","","",""
"FURNITURE_NAME_OBJECT_TOOLCHEST","工具 胸腔","","Carrito de herramientas","Coffre à outils","Werkzeugkiste","Cassetta degli attrezzi","Caixa de ferramentas"
"FURNITURE_DESC_OBJECT_TOOLCHEST","","","","","","",""
"FURNITURE_NAME_OBJECT_IRONINGBOARD","熨燙 板","","Tabla de planchar","Plancher à repasser","Bügelbrett","Asse da stiro","Tábua de passar"
"FURNITURE_DESC_OBJECT_IRONINGBOARD","","","","","","",""
"FURNITURE_NAME_OBJECT_BROOM","掃把","","Escoba","Balai","Besen","Scopa","Vassoura"
"FURNITURE_DESC_OBJECT_BROOM","","","","","","",""
"FURNITURE_NAME_OBJECT_VACUUM","吸塵器","","Aspiradora","Aspirateur","Staubsauger","Aspirapolvere","Aspirador"
"FURNITURE_DESC_OBJECT_VACUUM","","","","","","",""
"FURNITURE_NAME_OBJECT_GNOME","地精","","Gnomo","Nain de jardin","Gartenzwerg","Gnomo","Gnomo"
"FURNITURE_DESC_OBJECT_GNOME","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_BLUEBOY","裱框藍衣少年","","«El joven azul»","Tableau «&nbsp;L'Enfant bleu&nbsp;»","Knabe in Blau","Quadro incorniciato: Il Ragazzo in Azzurro","Quadro Menino Azul"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_BLUEBOY","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_FRIDA","裱框 芙烈達","","Cuadro de Frida","Tableau «&nbsp;Frida&nbsp;»","Frida","Quadro incorniciato: Frida","Quadro Frida"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_FRIDA","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_GOD","裱框 創造 之亞當","","«La creación de Adán»","Tableau «&nbsp;La Création d'Adam&nbsp;»","Die Erschaffung Adams","Quadro incorniciato: Creazione di Adamo","Quadro Criação de Adão"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_GOD","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_LISA","裱框 蒙娜 麗莎","","«Mona Lisa»","Tableau «&nbsp;Mona Lisa&nbsp;»","Mona Lisa","Quadro incorniciato: Gioconda","Quadro Monalisa"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_LISA","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_SCREAM","裱框 這吶喊","","«El grito»","Tableau «&nbsp;Le Cri&nbsp;»","Der Schrei","Quadro incorniciato: L'Urlo","Quadro O Grito"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_SCREAM","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_NIGHT","裱框 星空 夜","","«La noche estrellada»","Tableau «&nbsp;La Nuit étoilée&nbsp;»","Sternennacht","Quadro incorniciato: Notte Stellata","Quadro Noite Estrelada"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_NIGHT","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_GOTHIC","裱框 美式 哥德","","«Gótico estadounidense»","Tableau «&nbsp;American Gothic&nbsp;»","American Gothic","Quadro incorniciato: American Gothic","Quadro American Gothic"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_GOTHIC","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_PICASSO","裱框 畢卡索","","Cuadro de Picasso","Tableau de Picasso","Picasso","Quadro incorniciato: Picasso","Quadro Picasso"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_PICASSO","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_KEITH","裱框 凱斯 鯡魚","","Cuadro de Keith Haring","Tableau de Keith Haring","Keith Haring","Quadro incorniciato: Keith Haring","Quadro Keith Haring"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_KEITH","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_PEARL","裱框 這珍珠","","«La joven de la perla»","Tableau «&nbsp;La Perle&nbsp;»","Das Mädchen mit dem Perlenohrring","Quadro incorniciato: La Ragazza col Turbante","Quadro Moça com o Brinco de Pérola"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_PEARL","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_ROSIE","蘿西 海報","","Póster de «Rosie»","Affiche de Rosie","Rosie-Poster","Poster - Rosie","Pôster Rosie"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_ROSIE","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_UFO","幽浮 海報","","Póster de «Ovni»","Affiche d'OVNI","UFO-Poster","Poster - UFO","Pôster Ufo"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_UFO","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_CHE","切 普瓦拉 海報","","Póster de «Miau Guevara»","Affiche de Cha Guevara","Che-Guemiaura-Poster","Poster - Che Purvara","Pôster Che Miauguevara"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_CHE","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_OBEY","喵貝 海報","","Póster de «Obediencia minina»","Affiche de Meowbey","Meowbey-Poster","Poster - Miaobey","Pôster Meowbey"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_OBEY","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_HANG","撐住 中 那裡 海報","","Póster de «Colgados de la gata»","Affiche Chat perché","Hang in There Poster","Poster - Tieni Duro","Pôster Aguenta firme"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_HANG","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_JAWS","肉球 海報","","Póster de «Bufidón»","Affiche «&nbsp;Les Crocs de la terre&nbsp;»","Der Weiße Kater Poster","Poster - Il Pescegatto","Pôster Gatubarão"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_JAWS","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_SCARFACE","貓面疤 海報","","Póster de «Caragatuna»","Affiche «&nbsp;Catface&nbsp;»","Catface-Poster","Poster - Catface","Pôster Catface"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_SCARFACE","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_LAMBS","沉默 之這老鼠 海報","","Póster de «El silencio de los ratones»","Affiche «&nbsp;Le Silence des souris&nbsp;»","Das Schweigen der Mäuse Poster","Poster - Il Silenzio delle Pantegane","Pôster Silêncio dos camundongos"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_LAMBS","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_ORANGE","貓工 橘 海報","","Póster de «La naranja michina»","Affiche «&nbsp;Orange méchanique&nbsp;»","Uhrwerk Miaurange Poster","Poster - Miaoarancia Meccanica","Pôster Laranja miaucânica"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_ORANGE","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_ERASER","貓砂頭 海報","","Póster de «Cabeza basurera»","Affiche «&nbsp;Litterhead&nbsp;»","Litterhead-Poster","Poster - Testa di Lettiera","Pôster Litterhead"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_ERASER","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_SEWN_CLOCK","縫製 時鐘","","Reloj remendado","Horloge cousue","Stoffuhr","Orologio rammendato","Relógio costurado"
"FURNITURE_DESC_WALLMOUNTED_SEWN_CLOCK","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_CLOCK","貓 時鐘","","Reloj gatuno","Horloge chat","Katzenuhr","Orologio di gatto","Relógio de gato"
"FURNITURE_DESC_WALLMOUNTED_CLOCK","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_WOODEN_CLOCK","木製 時鐘","","Reloj de madera","Horloge en bois","Holzuhr","Orologio di legno","Relógio de madeira"
"FURNITURE_DESC_WALLMOUNTED_WOODEN_CLOCK","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_ATOMIC_CLOCK","原子 時鐘","","Reloj atómico","Horloge atomique","Radioaktive Uhr","Orologio atomico","Relógio atômico"
"FURNITURE_DESC_WALLMOUNTED_ATOMIC_CLOCK","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_GHOST1","布林基","","Pestañita","Blinky","Blinky","Lampeggino","Blinky"
"FURNITURE_DESC_WALLMOUNTED_GHOST1","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_GHOST2","平奇","","Rosita","Pinky","Pinky","Mignoletto","Pinky"
"FURNITURE_DESC_WALLMOUNTED_GHOST2","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_GHOST3","克萊德","","Clyde","Clyde","Clyde","Clyde","Clyde"
"FURNITURE_DESC_WALLMOUNTED_GHOST3","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_MASK_BUNNY","兔子 面具","","Máscara de conejito","Masque de lapin","Hasenmaske","Maschera da coniglio","Máscara de coelho"
"FURNITURE_DESC_WALLMOUNTED_MASK_BUNNY","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_MASK_TONETTA","托內塔 面具","","Máscara de Tonetta","Masque de Tonetta","Tonettamaske","Maschera di Tonetta","Máscara Tonetta"
"FURNITURE_DESC_WALLMOUNTED_MASK_TONETTA","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_MASK_HOCKY","曲棍球 面具","","Máscara de hockey","Masque de hockey","Hockeymaske","Maschera da hockey","Máscara de hóquei"
"FURNITURE_DESC_WALLMOUNTED_MASK_HOCKY","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_SAILBOAT","裱框 帆船","","Cuadro de un velero","Tableau de voilier","Segelboot","Barca a vela incorniciata","Quadro Barco à Vela"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_SAILBOAT","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_MAGAZINE","中頁海報","","Despegable","Pin-up","Magazin","Pagina centrale","Pôster de revista"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_MAGAZINE","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_POEM","詩","","Poema","Poème","Gedicht","Poesia","Poema"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_POEM","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO","照片 甲","","Foto A","Photo&nbsp;A","Foto A","Foto A","Foto A"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO2","照片 乙","","Foto B","Photo&nbsp;B","Foto B","Foto B","Foto B"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO2","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO3","照片","","Fotos","Photos","Fotos","Foto","Fotos"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO3","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS1","木製 木板 甲","","Tablones de madera A","Panneaux en bois&nbsp;A","Holzbretter A","Assi di legno A","Placas de madeira A"
"FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS1","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS2","木製 木板 乙","","Tablones de madera B","Panneaux en bois&nbsp;B","Holzbretter B","Assi di legno B","Placas de madeira B"
"FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS2","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS3","木製 木板 丙","","Tablones de madera C","Panneaux en bois&nbsp;C","Holzbretter C","Assi di legno C","Placas de madeira C"
"FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS3","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS4","木製 木板 丁","","Tablones de madera D","Panneaux en bois&nbsp;D","Holzbretter D","Assi di legno D","Placas de madeira D"
"FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS4","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_SWITCH","燈光開關","","Interruptor","Interrupteur","Lichtschalter","Interruttore della luce","Interruptor"
"FURNITURE_DESC_WALLMOUNTED_SWITCH","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_OUTLET","插座","","Enchufe","Prise de courant","Steckdose","Presa di corrente","Tomada"
"FURNITURE_DESC_WALLMOUNTED_OUTLET","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE1","金屬 盤 甲","","Placa metálica A","Plaque en métal&nbsp;A","Metallplatte A","Piastra metallica A","Placa de metal A"
"FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE1","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE2","金屬 盤 乙","","Placa metálica B","Plaque en métal&nbsp;B","Metallplatte B","Piastra metallica B","Placa de metal B"
"FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE2","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE3","金屬 盤 丙","","Placa metálica C","Plaque en métal&nbsp;C","Metallplatte C","Piastra metallica C","Placa de metal C"
"FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE3","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_FURNACE","暖爐","","Horno","Chaudière","Hochofen","Fornace","Fornalha"
"FURNITURE_DESC_WALLMOUNTED_FURNACE","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE4","機械 盤","","Placa robótica","Assiette robo","Roboplatte","Robo-piastra","Placa robô"
"FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE4","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_TV","牆-壁掛 電視","","Tele de pared","TV murale","Wandfernseher","TV a parete","TV na parede"
"FURNITURE_DESC_WALLMOUNTED_TV","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BALLOON","氣球 甲","","Globo A","Ballon&nbsp;A","Ballon A","Palloncino A","Balão A"
"FURNITURE_DESC_WALLMOUNTED_BALLOON","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BALLOON2","氣球 乙","","Globo B","Ballon&nbsp;B","Ballon B","Palloncino B","Balão B"
"FURNITURE_DESC_WALLMOUNTED_BALLOON2","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BALLOON3","氣球 丙","","Globo C","Ballon&nbsp;C","Ballon C","Palloncino C","Balão C"
"FURNITURE_DESC_WALLMOUNTED_BALLOON3","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES1","下水道 管線 甲","","Cañerías A","Tuyaux d'égout&nbsp;A","Abwasserrohre A","Tubi di fogna A","Canos de esgoto A"
"FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES1","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES2","下水道 管線 乙","","Cañerías B","Tuyaux d'égout&nbsp;B","Abwasserrohre B","Tubi di fogna B","Canos de esgoto B"
"FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES2","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES3","下水道 管線 丙","","Cañerías C","Tuyaux d'égout&nbsp;C","Abwasserrohre C","Tubi di fogna C","Canos de esgoto C"
"FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES3","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BALLOON4","心臟 氣球","","Globo acorazonado","Ballon cœur","Herzballon","Palloncino a cuore","Balão de coração"
"FURNITURE_DESC_WALLMOUNTED_BALLOON4","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_MIRROR","鏡子","","Espejo","Miroir","Spiegel","Specchio","Espelho"
"FURNITURE_DESC_WALLMOUNTED_MIRROR","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_JUNK_PAPER1","報紙 甲","","Periódicos A","Journeaux&nbsp;A","Zeitung A","Giornali A","Jornais A"
"FURNITURE_DESC_WALLMOUNTED_JUNK_PAPER1","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_PICTURE_DRAWING","素描","","Dibujo","Dessin","Zeichnung","Disegno","Desenho"
"FURNITURE_DESC_WALLMOUNTED_PICTURE_DRAWING","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_COWSKULL","壁掛 牛 頭骨","","Cráneo de vaca colgado","Crâne de vache mural","Rinderschädel","Teschio di mucca a parete","Crânio de vaca na parede"
"FURNITURE_DESC_WALLMOUNTED_COWSKULL","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_DEERHEAD","標本 鹿","","Ciervo disecado","Cerf empaillé","Ausgestopfter Hirsch","Cervo impagliato","Cervo empalhado"
"FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_DEERHEAD","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_GUPPY","標本 孔雀魚","","Guppy disecado","Guppy empaillé","Ausgestopfter Guppy","Pesce milione impagliato","Guppy empalhado"
"FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_GUPPY","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_JOLLYROGER","快樂 羅傑","","Bandera pirata","Pavillon pirate","Totenkopf","Jolly Roger","Bandeira de pirata"
"FURNITURE_DESC_WALLMOUNTED_JOLLYROGER","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_BUGS","標本 蟲","","Bichos disecados","Insectes empaillés","Ausgestopfte Käfer","Insetti impagliati","Insetos empalhados"
"FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_BUGS","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_FISH","標本 鱸魚","","Lubina disecada","Bar empaillé","Ausgestopfter Barsch","Branzino impagliato","Bagre empalhado"
"FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_FISH","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_MASK_INFAMY","惡名 面具","","Máscara infame","Masque d'Infamie","Berüchtigte Maske","Maschera ""Infamous""","Máscara infame"
"FURNITURE_DESC_WALLMOUNTED_MASK_INFAMY","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_SAFE","牆 保險箱","","Caja fuerte de pared","Coffre-fort mural","Wandsafe","Cassaforte a parete","Cofre de parede"
"FURNITURE_DESC_WALLMOUNTED_SAFE","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BRICKS1","磚 甲","","Ladrillos A","Briques&nbsp;A","Ziegel A","Mattoni A","Tijolos A"
"FURNITURE_DESC_WALLMOUNTED_BRICKS1","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BRICKS2","磚 乙","","Ladrillos B","Briques&nbsp;B","Ziegel B","Mattoni B","Tijolos B"
